file,track_name,start_lat,start_lon,start_alt,distance_km,begin_time,end_time,time_gap_hours,start_month,start_year
0060.kml,,30.97427,81.28667,4667.37256,0.0504450888594124,2018-06-12 16:57:58,2018-06-14 01:31:04,32.55,6,2018
0061.kml,,30.9774,81.287285,4653.2905,0.4024755998674377,,,,,
0068.kml,,30.974871,81.286926,4639.81543,0.1193878731265446,,,,,
0069.kml,,30.97487138,81.28692557,4639.8154,0.11942163341197516,2018-07-18 17:43:25,1969-12-31 16:00:00,-425544.72,7,2018
0079.kml,,30.970522,81.286583,4641.292969,0.3664883324193524,2018-07-31 18:06:41,2018-08-03 12:08:24,66.03,7,2018
0082.kml,,30.97545,81.28696,4670.55029,0.18344294584500326,2018-08-02 17:58:48,2018-08-04 01:20:41,31.36,8,2018
0083.kml,,30.972331,81.286231,4645.0,0.1708813236612685,,,,,
0084.kml,,30.972331,81.286231,4645.0,0.1708813236612685,,,,,
0087.kml,,30.97367,81.286768,4619.979342,0.01794232426128499,,,,,
0088.kml,,30.977272,81.288711,4650.361328,0.4298450082968834,,,,,
0090.kml,,30.977341,81.28732,4662.016602,0.39647396161337517,,,,,
0096.kml,,30.973801,81.285782,4653.0,0.08653564443648815,2018-09-01 18:45:30,2018-09-02 05:14:41,10.49,9,2018
0097.kml,,30.977209,81.287308,4661.95536,0.3817940335530701,,,,,
0098.kml,,30.980313,81.277942,4657.073184,1.1033008184696975,,,,,
0099.kml,,30.973593,81.28653,4644.768066,0.029147989369116774,,,,,
0100.kml,,30.97524,81.28612,4670.61816,0.16732344874699415,2018-09-10 17:49:04,2018-09-11 05:59:12,12.17,9,2018
0101.kml,,30.97418,81.28653,4626.06104,0.04316958061944277,2018-09-10 17:46:13,2018-09-11 07:17:45,13.53,9,2018
0116.kml,,30.980259,81.278275,4671.96875,1.0754961370690166,2018-09-23 17:15:41,2018-09-24 06:02:21,12.78,9,2018
0118.kml,,30.977347,81.287365,4676.120286,0.39780541371336586,,,,,
0125.kml,,30.9773,81.28732,4678.77588,0.3919682854964103,2018-09-28 18:00:50,2018-09-29 03:01:47,9.02,9,2018
0126.kml,,30.977604,81.286156,4687.355957,0.42419485997564077,2018-09-27 16:36:53,2018-09-29 02:13:46,33.61,9,2018
0127.kml,,30.970043,81.286995,4192.834961,0.4206198681250828,2018-09-28 16:04:21,2018-09-29 10:08:28,18.07,9,2018
0133.kml,,30.971162,81.286199,4637.598145,0.29886402255478595,,,,,
0134.kml,,30.973091,81.286575,4627.222168,0.08142277866574872,2018-10-01 19:21:16,2018-10-02 02:19:48,6.98,10,2018
0138.kml,,30.975714,81.288223,4652.0,0.25668303457329733,2018-10-04 14:21:04,2018-10-06 01:28:35,35.13,10,2018
0141.kml,,30.978369,81.283524,4674.291016,0.5893319172684401,2018-10-09 19:13:53,2018-10-10 02:26:21,7.21,10,2018
0144.kml,,30.975779,81.286987,4665.589355,0.22003991187881938,2018-06-06 19:33:30,2018-06-08 07:24:26,35.85,6,2018
0150.kml,,30.975246777837192,81.2873381537317,4644.314,0.17062561425340267,,,,,
0151.kml,,30.97291619847802,81.28646201777013,4633.0117,0.10244657227299551,,,,,
0153.kml,,30.97222,81.28322,4598.70117,0.37541273137019276,2019-05-02 13:05:55,2019-05-03 17:47:52,28.7,5,2019
0154.kml,,30.97692847251892,81.2872302532196,4662.9087,0.34983927808154464,,,,,
0156.kml,,30.978369,81.283646,4672.397949,0.58346140324568,2019-05-10 02:41:52,2019-05-11 06:19:03,27.62,5,2019
0158.kml,,30.97961529696592,81.27996459405179,4677.0,0.9092751628111196,,,,,
0159.kml,,30.97486681565726,81.2869309226531,4639.0,0.1190208770841429,,,,,
0163.kml,,30.97822,81.28362,4681.80762,0.5704147431355704,2019-05-25 23:41:49,2019-05-27 04:33:24,28.86,5,2019
0166.kml,,30.97225539,81.28625558,4640.799,0.17846425289938875,,,,,
0167.kml,,30.972537661176634,81.28568795863332,4633.0005,0.17129743324416385,,,,,
0169.kml,,30.97179475,81.28624914,4630.2197,0.22871047394447613,,,,,
0170.kml,,30.977837922188627,81.28482628628915,4636.141,0.48113624583424874,,,,,
0171.kml,,30.977420188623622,81.28714111604658,4652.7617,0.4030026559877655,,,,,
0173.kml,,30.97943168,81.28039274,4638.7295,0.8661393020611509,,,,,
0180.kml,,30.97237507438682,81.28574763919796,4628.321,0.18373256862798068,,,,,
0181.kml,,30.977049,81.287277,4674.503418,0.3637599074721569,2019-06-10 19:15:18,2019-06-12 05:04:28,33.82,6,2019
0182.kml,,30.977051,81.287277,4675.0,0.3639796465521199,,,,,
0190.kml,,30.978621,81.283302,4673.604004,0.6242498785798243,2019-06-27 19:36:42,2019-06-29 04:43:51,33.12,6,2019
0191.kml,,30.977832263,81.287035178,4656.6353,0.4477311206244684,2019-06-30 12:09:57,2019-07-01 03:06:35,14.94,6,2019
0193.kml,,30.973648,81.286438,4669.429688,0.030438382532316868,2019-07-14 14:02:59,2019-07-16 01:26:48,35.4,7,2019
0196.kml,,30.981265928059976,81.27344338624968,4620.526,1.5102406662053787,2019-08-02 01:14:01,2019-08-02 02:38:59,1.42,8,2019
0199.kml,,30.972110048902486,81.28641545361172,4650.53,0.19155468757507724,2019-08-05 13:35:03,2019-08-06 03:56:00,14.35,8,2019
0203.kml,,30.975718,81.288048,4672.0,0.24793929311738017,2019-08-19 18:03:03,2019-08-21 04:37:11,34.57,8,2019
0206.kml,,30.975718,81.288048,4672.0,0.24793929311738017,2019-08-19 18:03:06,2019-08-21 04:21:54,34.31,8,2019
0212.kml,,30.970011,81.286148,4653.946289,0.4263057278282942,2019-09-16 06:08:47,2019-09-16 17:42:46,11.57,9,2019
0213.kml,,30.9701959975,81.28672652,4641.025,0.40261300936826255,2019-09-18 02:19:16,2019-09-19 05:17:53,26.98,9,2019
0214.kml,,30.978165,81.283836,4653.783203,0.5547912595138398,2019-09-19 04:13:34,2019-09-20 07:49:40,27.6,9,2019
0218.kml,,30.970261,81.286133,4641.365723,0.3989134692876868,2019-09-20 16:44:57,2019-09-22 21:56:37,53.19,9,2019
0221.kml,,30.97286811490599,81.28666647797868,4612.627,0.10549442134391059,2019-09-25 17:27:40,2019-09-27 05:54:08,36.44,9,2019
0223.kml,,30.974842,81.286842,4664.789551,0.11493788838286796,2019-09-25 13:44:19,2019-09-26 08:04:38,18.34,9,2019
0224.kml,,30.973616216485887,81.28643479892223,4632.0,0.03295847306261201,2019-09-26 13:21:24,2019-10-05 03:11:09,205.83,9,2019
0225.kml,,30.973616216485887,81.28643479892223,4632.0,0.03295847306261201,2019-09-26 13:21:24,2019-09-27 21:57:22,32.6,9,2019
0226.kml,,30.973616216485887,81.28643479892223,4632.0,0.03295847306261201,1969-12-31 16:00:00,1969-12-31 16:00:00,0.0,12,1969
0227.kml,,30.973616216485887,81.28643479892223,4632.0,0.03295847306261201,1969-12-31 16:00:00,1969-12-31 16:00:00,0.0,12,1969
0228.kml,,30.973616216485887,81.28643479892223,4632.0,0.03295847306261201,2019-09-26 13:21:25,2019-09-27 04:08:57,14.79,9,2019
0234.kml,,30.973884275804764,81.28604196016208,4489.0244,0.06219020466973155,2019-10-02 16:46:15,2019-10-04 03:29:01,34.71,10,2019
0236.kml,,30.973838356396772,81.28601408699623,4651.833,0.0644364902583903,2019-10-02 16:46:02,2019-10-04 03:29:01,34.72,10,2019
0237.kml,,30.971928598187,81.28626668808037,4633.6377,0.21377578122781005,2019-10-03 17:51:41,2019-10-04 00:46:50,6.92,10,2019
0239.kml,,30.969769,81.285896,4643.972168,0.4563910929722909,2019-10-03 17:04:18,2019-10-04 01:49:42,8.76,10,2019
0240.kml,,30.97853,81.2834,4670.83447,0.6107632852303495,2019-10-03 18:07:18,2019-10-05 08:55:12,38.8,10,2019
0241.kml,,30.97381,81.28623,4639.0,0.043812592472003566,2019-10-04 13:29:58,2019-10-05 06:14:06,16.74,10,2019
0243.kml,,30.970762314675074,81.28611542906306,4611.6675,0.34400752101226195,2019-10-07 23:30:39,2019-10-09 02:25:52,26.92,10,2019
0251.kml,,30.97270028430022,81.28660895231297,4612.978,0.124370733003791,2019-11-08 13:22:56,2019-11-09 06:43:03,17.34,11,2019
0252.kml,,30.977938,81.284676,4687.780273,0.49685320192891597,2019-11-16 18:49:26,2019-11-18 06:23:27,35.57,11,2019
0254.kml,,30.975145,81.286903,4669.885254,0.14910259078966637,2019-06-11 23:16:30,2019-06-13 04:45:20,29.48,6,2019
0256.kml,,30.96988,81.28622,4614.8291,0.4400173962530072,2019-07-29 17:18:49,2019-07-31 08:15:33,38.95,7,2019
0257.kml,,30.978254,81.283516,4678.700195,0.5787838165525296,,,,,
0260.kml,,30.97031907706397,81.28645522343696,4628.9077,0.3895524712575549,2020-06-13 19:25:36,2020-06-15 06:01:26,34.6,6,2020
0261.kml,,30.978342,81.283775,4674.483887,0.5748139871115602,2020-06-17 17:51:45,2020-06-19 03:06:58,33.25,6,2020
0263.kml,,30.97676260071773,81.28722689071913,4663.249,0.33155801616417124,2020-07-01 17:40:08,2020-09-25 05:28:38,2051.81,7,2020
0264.kml,,30.96723951601614,81.2864218841667,4617.845,0.7317881488874589,2020-07-04 21:47:02,2020-07-05 11:07:58,13.35,7,2020
0266.kml,,30.97035,81.286469,4645.881348,0.3860459562067508,2020-07-05 17:43:06,2020-07-06 03:32:49,9.83,7,2020
0270.kml,,30.96869415,81.28628565,4650.0703,0.5708951258916974,2020-07-14 18:54:47,2020-07-14 23:40:25,4.76,7,2020
0272.kml,,30.98119075595262,81.27364605260144,4654.0,1.4895050936898473,2020-08-03 18:22:53,2020-08-05 22:18:58,51.93,8,2020
0273.kml,,30.96949,81.285187,4642.663086,0.5019741304522579,2020-08-02 19:21:43,2020-08-04 06:32:46,35.18,8,2020
0276.kml,,30.969183,81.286064,4641.104492,0.5186772724163633,2020-08-05 17:13:04,2020-08-07 04:20:40,35.13,8,2020
0278.kml,,30.977513,81.287105,4654.0,0.4129206651694622,2020-08-13 00:05:38,2020-08-14 02:04:09,25.98,8,2020
0279.kml,,30.971657444863187,81.28625697714277,4626.996,0.24360721925734632,2020-08-13 16:39:32,2020-08-15 00:12:54,31.56,8,2020
0280.kml,,30.97743630040403,81.28734711393174,4662.658,0.4073413980857962,2020-08-14 21:07:31,2020-08-16 02:29:43,29.37,8,2020
0281.kml,,30.978919815109176,81.28189271137012,4647.9297,0.7287830058590665,2020-08-14 23:15:12,2020-08-16 02:37:58,27.38,8,2020
0284.kml,,30.969879156792757,81.28627596502413,4624.086,0.439600055664973,2020-08-23 18:55:18,2020-08-24 02:14:08,7.31,8,2020
0286.kml,,30.9662,81.288406,4635.0,0.8625994769072173,2020-08-23 13:16:28,2020-08-24 20:29:16,31.21,8,2020
0287.kml,,30.969,81.285896,4640.595703,0.54090286229021,2020-08-25 03:06:48,2020-08-26 03:18:20,24.19,8,2020
0288.kml,,30.970458491649683,81.28627428914209,4611.3403,0.3755017941347433,2020-08-29 20:01:29,2020-08-30 08:45:54,12.74,8,2020
0292.kml,,30.967026,81.288277,4642.362305,0.770105653968416,2020-09-13 18:00:42,2020-09-14 02:32:30,8.53,9,2020
0293.kml,,30.970572,81.286125,4647.742676,0.3647798068201604,2020-09-18 18:06:42,2020-09-20 06:34:30,36.46,9,2020
0296.kml,,30.972636795605574,81.28634491491128,4661.3,0.13524353419813087,2020-09-27 00:47:19,2020-09-27 20:29:21,19.7,9,2020
0304.kml,,30.977358,81.287315,4677.349121,0.39827086924571636,2020-10-01 16:45:04,2020-10-03 03:37:04,34.87,10,2020
0308.kml,,30.97563030145102,81.28808015700282,4644.7734,0.2413486044881388,2020-10-04 17:12:37,2020-10-05 23:54:22,30.7,10,2020
0315.kml,,30.970056160850252,81.28582844216072,4622.5283,0.4261287605406382,2020-11-10 07:37:46,2020-11-12 14:10:42,54.55,11,2020
0316.kml,,30.97468280287598,81.28497617038406,4650.26,0.1896244634065001,2020-09-25 18:39:01,2020-09-26 01:53:09,7.24,9,2020
0322.kml,,30.968891,81.285851,4640.887695,0.5535099300280418,2020-09-12 13:22:19,2020-09-14 00:07:42,34.76,9,2020
0325.kml,,30.970127819987006,81.28615454222113,4624.7607,0.4133370996595694,2021-03-13 18:13:28,2021-03-14 03:11:02,7.96,3,2021
0329.kml,,30.960991,81.28685,4618.553711,1.4262286633334564,2021-04-03 19:05:42,2021-04-04 04:06:21,9.01,4,2021
0333.kml,,30.972965,81.284653,4657.056152,0.21601983039390654,2021-04-19 18:52:49,2021-04-19 22:20:50,3.47,4,2021
0336.kml,,30.970375,81.286522,4648.197266,0.38302633063287533,2021-05-04 20:33:59,2021-05-05 07:04:33,10.51,5,2021
0342.kml,,30.969465,81.285454,4638.0,0.4980115602828521,2021-05-22 13:03:22,2021-05-23 00:33:58,11.51,5,2021
0345.kml,,30.96940622,81.28495411,4618.183,0.5175741345863022,2021-05-30 17:21:09,2021-05-31 08:58:30,15.62,5,2021
0346.kml,,30.955868840297065,81.28727643763808,4597.5146,1.996489268574128,2021-06-01 17:30:40,2021-06-02 01:40:16,8.16,6,2021
0348.kml,,30.97034807681251,81.28603410373424,4652.0,0.3907157169234455,2021-06-03 18:38:14,2021-06-04 02:50:34,8.21,6,2021
0351.kml,,30.978153,81.283661,4674.0,0.5620147379238761,2021-06-10 16:06:57,2021-06-11 00:06:29,7.99,6,2021
0352.kml,,30.958761,81.28701,4617.84668,1.6743901414002493,2021-06-12 19:02:53,2021-06-13 03:09:45,8.11,6,2021
0353.kml,,30.96972013082729,81.28527050820452,4624.081,0.47517684381368763,2021-06-15 01:09:14,2021-06-15 01:50:38,0.69,6,2021
0354.kml,,30.9697201,81.2852705,4624.08,0.4751803525010872,2021-06-15 01:09:14,2021-06-15 01:50:38,0.69,6,2021
0356.kml,,30.9660257,81.286466,4593.08,0.8665754370577825,2021-06-18 18:45:38,2021-06-19 05:27:34,10.7,6,2021
0357.kml,,30.966025721357084,81.28646604645445,4593.0806,0.8665729540848421,2021-06-18 18:45:38,2021-06-19 05:27:34,10.7,6,2021
0358.kml,,30.969357520683864,81.28460684988144,4612.936,0.5341118055055054,2021-06-19 17:31:00,2021-06-20 05:51:38,12.34,6,2021
0359.kml,,30.97011344614871,81.28622993252623,4615.5923,0.4141011709858162,2021-06-19 18:52:07,2021-06-20 03:46:39,8.91,6,2021
0360.kml,,30.9701134,81.2862299,4615.59,0.4141066018003369,2021-06-19 18:52:07,2021-06-20 03:46:39,8.91,6,2021
0363.kml,,30.969530262534136,81.28568081371722,4626.503,0.4862288187781602,2021-06-20 18:58:21,2021-06-20 19:58:20,1.0,6,2021
0364.kml,,30.9695303,81.2856808,4626.5,0.4862249937219778,2021-06-20 18:58:21,2021-06-20 19:58:20,1.0,6,2021
0365.kml,,30.969586791198235,81.28607780052282,4615.0444,0.4739398754617363,2021-06-20 20:14:02,2021-06-20 23:33:42,3.33,6,2021
0366.kml,,30.9695868,81.2860778,4615.04,0.47393891032105734,2021-06-20 20:14:02,2021-06-20 23:33:42,3.33,6,2021
0367.kml,,30.9693879,81.2849397,4619.95,0.5199439314149094,2021-06-21 17:37:38,2021-06-21 18:15:13,0.63,6,2021
0368.kml,,30.969387915189095,81.28493974680407,4619.952,0.519940900009388,2021-06-21 17:37:38,2021-06-21 18:15:13,0.63,6,2021
0369.kml,,30.982214,81.273758,4674.405273,1.5465175558061104,2021-06-20 17:40:17,2021-06-22 00:49:25,31.15,6,2021
0370.kml,,30.96908,81.286209,4640.010254,0.5286792042730146,2021-06-25 16:19:35,2021-06-26 06:56:33,14.62,6,2021
0371.kml,,30.970079,81.286232,4655.278809,0.41788948662535985,2021-07-11 17:19:11,2021-07-13 03:43:34,34.41,7,2021
0379.kml,,30.96964560323695,81.28503107434172,4638.9683,0.49000932925377455,2021-07-16 18:30:41,2021-07-18 16:54:25,46.4,7,2021
0380.kml,,30.97306319222159,81.28226946427903,4620.6216,0.429648387164067,2021-07-17 13:39:12,2021-07-18 02:20:56,12.7,7,2021
0383.kml,,30.967033,81.288574,4643.372559,0.775410578650745,2021-07-24 16:29:43,2021-07-25 08:01:29,15.53,7,2021
0384.kml,,30.969962,81.28611,4645.113303,0.43216289371261324,2021-07-24 16:24:37,2021-07-25 09:08:34,16.73,7,2021
0386.kml,,30.969988719559726,81.28611268025342,4617.8955,0.4291835423713498,2021-07-26 16:45:09,2021-07-28 06:51:41,38.11,7,2021
0389.kml,,30.969702830542676,81.28536200920723,4599.2676,0.4746208656428596,2021-07-29 15:20:01,2021-07-31 06:19:49,39.0,7,2021
0392.kml,,30.97227252,81.28840261,4631.513,0.2369743301270596,2021-08-01 04:06:38,2021-08-01 06:24:02,2.29,8,2021
0395.kml,,30.971949476157217,81.2847144042776,4627.2363,0.28029275744584037,2021-08-02 16:53:42,2021-08-03 23:27:40,30.57,8,2021
0400.kml,,30.969357740040643,81.28621595961907,4613.0435,0.4978586528993576,2021-08-10 16:44:38,2021-08-12 03:56:44,35.2,8,2021
0403.kml,,30.969758333333335,81.28565,4793.1,0.46201796019725866,2021-08-12 17:46:38,2021-08-13 06:53:17,13.11,8,2021
0405.kml,,30.97197136031142,81.28439176660078,4617.8906,0.3001502572252721,2021-08-14 20:56:35,2021-08-16 12:06:17,39.16,8,2021
0406.kml,,30.971802,81.28614,4651.540527,0.23006214582332962,2021-08-13 12:46:09,2021-08-14 21:44:21,32.97,8,2021
0408.kml,,30.968514089921,81.2862780463131,4608.6475,0.5909205350038831,2021-08-15 12:44:06,2021-08-16 01:49:18,13.09,8,2021
0409.kml,,30.968026231257852,81.28614218351886,4601.151,0.6459754644171417,2021-08-16 19:11:36,2021-08-17 08:44:47,13.55,8,2021
0413.kml,,30.965603102066606,81.28650413810027,4602.809,0.9134751324903216,2021-08-21 19:05:59,2021-08-22 05:42:53,10.62,8,2021
0420.kml,,30.969375381651204,81.28601473762264,4619.83,0.49801822904152426,2021-09-09 14:36:26,2021-09-10 03:36:39,13.0,9,2021
0422.kml,,30.970253453158524,81.28565692180274,4615.6665,0.40825573748633376,2021-09-09 19:27:45,2021-09-10 16:12:43,20.75,9,2021
0426.kml,,30.97032,81.286426,4646.355299,0.3896197258613197,2021-09-14 19:37:26,2021-09-15 02:11:40,6.57,9,2021
0427.kml,,30.969739,81.284888,4620.7793,0.48485392491960166,2021-09-16 17:25:23,2021-09-18 04:38:28,35.22,9,2021
0433.kml,,30.972494916407122,81.28261147372127,4618.78,0.4156460143386118,2021-09-20 17:12:52,2021-09-22 04:25:54,35.22,9,2021
0443.kml,,30.981971770538063,81.27417853556344,4652.032,1.4982995445226464,2021-09-28 18:49:53,2021-09-30 08:48:51,37.98,9,2021
0444.kml,,30.978243,81.283363,4675.556641,0.5855119226038881,2021-09-28 17:15:14,2021-09-30 00:18:42,31.06,9,2021
0446.kml,,30.965060362328202,81.28658200685278,4606.2983,0.973708017252058,2021-09-28 18:43:42,2021-09-29 01:04:44,6.35,9,2021
0447.kml,,30.971787460483913,81.28606784809551,4630.808,0.23328869557367685,2021-09-29 13:10:23,2021-10-01 01:10:10,36.0,9,2021
0450.kml,,30.96661364828684,81.28641607604555,4603.8003,0.8013606541883364,2021-10-01 17:27:02,2021-10-02 00:40:32,7.22,10,2021
0451.kml,,30.971617,81.28624,4651.538574,0.24831496658721539,2021-09-28 18:23:04,2021-10-01 17:47:21,71.4,9,2021
0452.kml,,30.97434485,81.28517635,4638.5493,0.15575790644089924,2021-10-01 18:51:13,2021-10-03 05:08:19,34.28,10,2021
0458.kml,,30.970181,81.286011,4640.621582,0.4094077522792624,2021-10-04 06:02:43,2021-10-04 07:04:40,1.03,10,2021
0460.kml,,30.9703792,81.28613712,4606.541,0.3858371371738129,2021-10-04 00:03:01,2021-10-04 05:59:50,5.95,10,2021
0467.kml,,30.969881,81.28624,4643.988281,0.43971685071856104,2021-10-05 16:40:25,2021-10-05 16:49:11,0.15,10,2021
0468.kml,,30.96515627,81.28655826,4608.196,0.963070919103293,2021-10-05 18:59:17,2021-10-06 04:10:32,9.19,10,2021
0470.kml,,30.972038,81.284531,4654.166016,0.2854198734131824,2021-10-07 12:53:19,2021-10-08 04:55:44,16.04,10,2021
0471.kml,,30.97826883798583,81.28343069335207,4652.343,0.5844731740873547,2021-10-11 13:14:06,2021-10-12 03:35:22,14.35,10,2021
0472.kml,,30.968393,81.285667,4640.938965,0.6109098428651071,2021-10-07 09:10:10,2021-10-15 18:36:37,201.44,10,2021
0477.kml,,30.978763425507097,81.28280016395469,4649.8774,0.6633629127212007,2021-10-20 17:48:58,2021-10-22 07:36:35,37.79,10,2021
0479.kml,,30.971858326453372,81.2854308824406,4626.065,0.2486280622509253,2021-10-28 18:58:56,2021-10-30 06:13:43,35.25,10,2021
0480.kml,,30.971858326453372,81.2854308824406,4626.065,0.2486280622509253,2021-10-28 18:58:55,2021-10-29 02:55:27,7.94,10,2021
0482.kml,,30.967845201180992,81.28638036425843,4612.157,0.6646478840300508,2021-11-18 18:24:27,2021-11-19 04:05:22,9.68,11,2021
0487.kml,,30.971735,81.286171,4651.817871,0.2366876921916418,2021-10-04 17:53:00,2021-10-06 06:11:37,36.31,10,2021
0488.kml,,30.978262,81.283485,4685.424805,0.5810906890338858,2021-05-03 01:57:11,2021-05-04 05:45:58,27.81,5,2021
0491.kml,,30.970318244330045,81.28616509973769,4626.624,0.3922038000689365,2022-02-02 02:16:14,2022-02-02 05:03:44,2.79,2,2022
0492.kml,,30.965933333333336,81.28643666666667,4647.9,0.876915490698379,2022-02-28 16:10:45,2022-03-01 03:32:29,11.36,2,2022
0501.kml,,30.969769,81.285866,4643.356934,0.45687390947743967,2022-04-30 15:46:27,2022-05-01 09:12:59,17.44,4,2022
0509.kml,,30.970303,81.286339,4656.0,0.39212571509026534,2022-05-28 17:50:08,2022-05-28 20:32:42,2.71,5,2022
0511.kml,,30.967546,81.286552,4636.980957,0.6973869932486085,2022-06-01 18:57:58,2022-06-01 23:22:57,4.42,6,2022
0512.kml,,30.97827651,81.28308459,4654.6113,0.6033620233311608,2022-06-06 09:26:47,2022-06-17 04:02:47,258.6,6,2022
0516.kml,,30.96821613436943,81.28575580983888,4628.536,0.6290783289385976,2022-06-10 14:24:11,2022-06-11 22:43:16,32.32,6,2022
0518.kml,,30.970427409518408,81.28606397809934,4622.3076,0.3815549286983282,2022-06-11 17:20:04,2022-06-14 03:53:29,58.56,6,2022
0521.kml,,30.97061513906797,81.28611415866979,4622.3687,0.36019210177325417,2022-06-13 16:50:23,2022-06-15 06:13:47,37.39,6,2022
0528.kml,,30.97838,81.283455,4677.036621,0.5937723516815507,2022-06-27 02:14:27,2022-06-28 07:28:22,29.23,6,2022
0529.kml,,30.97838,81.283455,4677.036621,0.5937723516815507,2022-06-27 02:14:14,2022-06-28 07:29:33,29.26,6,2022
0534.kml,,30.978431545617767,81.28255103126334,4645.9565,0.6472964524968013,2022-07-04 17:34:45,2022-07-06 05:26:56,35.87,7,2022
0537.kml,,30.978655,81.281792,4670.706055,0.7123538108405982,2022-07-04 23:29:38,2022-07-06 07:25:46,31.94,7,2022
0538.kml,,30.978142,81.283623,4677.04541,0.5628388989954399,2022-07-04 17:46:18,2022-07-06 03:58:06,34.2,7,2022
0539.kml,,30.978142,81.283623,4674.0,0.5628388989954399,2022-07-04 17:46:18,2022-07-06 03:58:06,34.2,7,2022
0545.kml,,30.970329,81.287003,4640.92334,0.38895857054017025,2022-07-07 19:31:18,2022-07-08 18:04:02,22.55,7,2022
0546.kml,,30.970385,81.286507,4646.98584,0.38197781545085285,2022-07-08 18:08:37,2022-07-08 18:12:21,0.06,7,2022
0553.kml,,30.981456951549895,81.27519937372037,4646.824,1.3862466325938723,2022-07-14 19:15:06,2022-07-15 05:54:18,10.65,7,2022
0560.kml,,30.981316,81.275597,4678.473633,1.346731054789311,2022-07-17 18:35:46,2022-07-18 04:23:37,9.8,7,2022
0568.kml,,30.976481794208397,81.29037538526036,4631.4,0.4596840181185699,2022-07-25 23:36:41,2022-07-27 00:49:10,25.21,7,2022
0569.kml,,30.976807097613975,81.28992067117025,4645.8574,0.4532862196793788,2022-07-25 23:37:50,2022-07-27 00:40:01,25.04,7,2022
0571.kml,,30.969448946098296,81.28530652520838,4595.573,0.5032458286159762,2022-07-26 13:30:33,2022-07-27 01:11:34,11.68,7,2022
0576.kml,,30.96774,81.28635,4621.2,0.6764667493350837,2022-07-27 19:27:37,2022-07-27 22:22:01,2.91,7,2022
0578.kml,,30.96719682,81.28640785,4610.2925,0.736580425162811,2022-07-28 16:42:31,2022-07-29 05:39:12,12.94,7,2022
0583.kml,,30.974157,81.285049,4662.000488,0.160915047151389,2022-07-29 16:05:09,2022-07-31 06:18:15,38.22,7,2022
0584.kml,,30.979007003152123,81.28158610523266,4653.8384,0.7548577749024837,2022-07-31 17:11:51,2022-08-01 01:58:50,8.78,7,2022
0587.kml,,30.978233275765195,81.28362666070949,4636.141,0.5713575789030364,2022-08-01 16:36:47,2022-08-01 23:32:54,6.94,8,2022
0588.kml,,30.978375070187024,81.28304894485554,4641.493,0.6143150161057803,2022-08-01 16:37:48,2022-08-03 01:28:00,32.84,8,2022
0591.kml,,30.971766,81.284943,4654.0,0.2823455118472393,2022-08-02 13:31:20,2022-08-03 02:27:49,12.94,8,2022
0595.kml,,30.97838,81.283691,4675.933594,0.5824051822472418,2022-07-15 19:33:54,2022-07-17 21:14:46,49.68,7,2022
0602.kml,,30.9784625,81.2824228,4644.63,0.6575204888245109,2023-04-24 18:27:03,2023-04-30 19:52:11,145.42,4,2023
0604.kml,,30.970463986992897,81.28611414054174,4632.559,0.3768123687745819,2023-05-02 11:51:23,2023-05-03 05:01:15,17.16,5,2023
0607.kml,,30.978235,81.283707,4663.0,0.5676473367103795,2023-05-03 18:44:38,2023-05-05 04:37:27,33.88,5,2023
0610.kml,,30.980064,81.278764,4670.517156,1.0263894867103716,2023-05-03 18:26:11,2023-05-05 01:31:34,31.09,5,2023
0611.kml,,30.968545,81.286195,4638.822269,0.5880728512323625,2023-05-08 17:16:53,2023-05-10 07:11:38,37.91,5,2023
0615.kml,,30.968449,81.28611,4641.189453,0.5994064019107331,2023-05-17 18:06:27,2023-05-18 01:23:03,7.28,5,2023
0622.kml,,30.967063,81.286498,4633.520581,0.7511928221432482,2023-05-21 17:33:30,2023-05-23 08:39:22,39.1,5,2023
0623.kml,,30.967553,81.2865648,4615.15,0.6965868718978547,2023-05-23 13:04:27,2023-05-25 04:24:34,39.34,5,2023
0624.kml,,30.978365,81.283145,4681.475796,0.6082566678873977,2023-05-24 00:42:15,2023-05-24 06:36:22,5.9,5,2023
0627.kml,,30.972221,81.283043,4650.280762,0.3903125421103212,2023-05-26 13:39:46,2023-05-27 08:52:36,19.21,5,2023
0628.kml,,30.972221,81.283044,4650.280649,0.3902276248648168,2023-05-26 13:39:37,2023-05-27 08:52:40,19.22,5,2023
0645.kml,,30.972148,81.283706,4648.274713,0.3396104450025739,2023-06-04 15:53:12,2023-06-05 03:01:48,11.14,6,2023
0646.kml,,30.97010148,81.28564319,4618.5913,0.42498069360598095,2023-06-04 22:30:14,2023-06-06 03:21:34,28.86,6,2023
0649.kml,,30.969444,81.28586,4643.508663,0.49260535733289385,2023-06-06 12:23:23,2023-06-07 08:29:51,20.11,6,2023
0650.kml,,30.97810563058608,81.28373787947005,4680.1943,0.5537419647974388,2023-06-09 18:07:48,2023-06-10 02:09:33,8.03,6,2023
0652.kml,,30.970669177823382,81.28625143908977,4624.7437,0.352465238364395,2023-06-10 06:05:41,2023-06-10 06:52:57,0.79,6,2023
0653.kml,,30.977909888881367,81.28482322713971,4654.7817,0.48868825849283865,2023-06-10 17:28:09,2023-06-11 08:38:54,15.18,6,2023
0657.kml,,30.97054,81.2861249,4625.84,0.3683008747407803,2023-06-13 17:18:39,2023-06-14 03:36:51,10.3,6,2023
