file,track_name,start_lat,start_lon,start_alt,distance_km,begin_time,end_time,time_gap_hours,start_month,start_year
0658.kml,,30.978305,81.283204,4674.156258,0.5995852169926932,2023-06-13 17:49:26,2023-06-14 01:35:48,7.77,6,2023
0668.kml,,30.96607,81.286726,4632.681528,0.8613945486478799,2023-06-19 18:32:43,2023-06-21 07:55:54,37.39,6,2023
0669.kml,,30.9783575,81.2832506,4651.99,0.6020221401963421,2023-06-21 01:32:11,2023-06-21 06:09:37,4.62,6,2023
0670.kml,,30.978301,81.283169,4673.252817,0.6010718662303232,2023-06-20 16:49:20,2023-06-21 23:08:09,30.31,6,2023
0674.kml,,30.977828,81.285095,4682.649635,0.47123425478497005,2023-06-22 16:22:51,2023-06-23 01:59:22,9.61,6,2023
0676.kml,,30.969269,81.283835,4638.976759,0.5742581241138828,2023-06-24 18:20:48,2023-06-25 03:31:45,9.18,6,2023
0681.kml,,30.970304,81.286463,4646.258803,0.3911845927309366,2023-06-11 15:47:38,2023-06-13 02:41:27,34.9,6,2023
0688.kml,,30.978243,81.283429,4677.01314,0.5821278508026623,2023-07-02 17:55:05,2023-07-03 02:56:41,9.03,7,2023
0690.kml,,30.970627,81.286101,4648.491037,0.35908254674267115,2023-07-03 17:50:00,2023-07-05 09:21:53,39.53,7,2023
0693.kml,,30.978382,81.283593,4676.623827,0.5872397164257299,2023-07-08 20:24:34,2023-07-09 03:30:56,7.11,7,2023
0696.kml,,30.9699503,81.2838038,4621.1,0.5104135537887197,2023-07-09 18:14:33,2023-07-10 01:38:26,7.4,7,2023
0699.kml,,30.97552,81.285314,4670.457895,0.23037060049221758,2023-07-12 17:49:01,2023-07-14 07:59:34,38.18,7,2023
0703.kml,,30.977004,81.2873289,4651.34,0.35962225243207185,2023-07-15 18:34:42,2023-07-18 01:51:05,55.27,7,2023
0704.kml,,30.967997,81.286201,4636.179087,0.6487886297122476,2023-07-16 18:30:41,2023-07-17 03:17:15,8.78,7,2023
0705.kml,,30.982284,81.273695,4673.534857,1.5560066660684833,2023-07-17 17:43:45,2023-07-18 05:33:10,11.82,7,2023
0706.kml,,30.973129,81.284798,4654.641113,0.19587296595534262,2023-07-18 17:50:36,2023-07-19 10:48:54,16.97,7,2023
0707.kml,,30.9783479,81.2833826,4658.57,0.5943572712416136,2023-07-20 00:12:53,2023-07-21 06:05:14,29.87,7,2023
0711.kml,,30.972584,81.284626,4630.3,0.23976988430094162,2023-07-22 18:04:01,2023-07-24 02:57:42,32.89,7,2023
0713.kml,,30.9786734,81.2822092,4645.09,0.6885445876596685,2023-07-23 21:03:32,2023-07-25 11:27:24,38.4,7,2023
0714.kml,,30.977723,81.285774,4681.082775,0.44304886915120906,2023-07-23 12:15:48,2023-07-24 03:40:40,15.41,7,2023
0718.kml,,30.969283,81.2860243,4615.29,0.508091674310879,2023-07-25 18:14:35,2023-07-28 05:10:57,58.94,7,2023
0720.kml,,30.969357,81.286087,4641.790527,0.4992055366758786,2023-07-25 18:14:05,2023-07-28 05:49:12,59.59,7,2023
0726.kml,,30.982161,81.273775,4676.517954,1.541672145684382,2023-07-29 19:00:50,2023-07-31 04:09:10,33.14,7,2023
0727.kml,,30.97834,81.283293,4674.397072,0.5981932955900152,2023-07-30 19:46:43,2023-07-31 05:57:19,10.18,7,2023
0728.kml,,30.970277,81.286104,4649.864634,0.3975290287101544,2023-07-31 18:28:32,2023-08-01 03:46:02,9.29,7,2023
0730.kml,,30.968509,81.286367,4638.158169,0.5909833996445714,2023-07-30 17:36:23,2023-08-01 04:05:23,34.48,7,2023
0732.kml,,30.973629,81.290362,4660.446177,0.3507551132030144,2023-08-01 01:24:01,2023-08-02 09:07:52,31.73,8,2023
0734.kml,,30.971924,81.285852,4651.064944,0.22508993191545384,2023-08-03 16:44:24,2023-08-04 14:47:03,22.04,8,2023
0737.kml,,30.966608,81.286461,4632.441406,0.8018605944949397,2023-08-04 21:52:11,2023-08-05 17:50:37,19.97,8,2023
0738.kml,,30.967768,81.286224,4638.055176,0.674041126832356,2023-08-05 17:23:56,2023-08-06 02:04:05,8.67,8,2023
0739.kml,,30.96858622643947,81.28621484704288,4617.4805,0.583353713798236,2023-08-05 17:49:42,2023-08-07 09:26:08,39.61,8,2023
0744.kml,,30.978427,81.283861,4676.892466,0.5792437691398487,2023-08-09 19:38:16,2023-08-10 02:26:19,6.8,8,2023
0745.kml,,30.978453,81.283829,4678.835751,0.5832242417809888,2023-08-09 19:39:05,2023-08-10 02:51:14,7.2,8,2023
0748.kml,,30.977444,81.287001,4685.845102,0.40443552667969623,2023-08-10 17:55:48,2023-08-12 04:11:03,34.25,8,2023
0750.kml,,30.9782343,81.283684,4660.54,0.5686816320211847,2023-08-12 00:11:26,2023-08-12 06:33:58,6.38,8,2023
0756.kml,,30.979739,81.279616,4668.605967,0.942563579994331,2023-08-15 18:13:21,2023-08-17 18:02:59,47.83,8,2023
0762.kml,,30.971473,81.284169,4648.302794,0.3544832791205781,2023-08-20 13:14:19,2023-08-22 03:24:48,38.17,8,2023
0763.kml,,30.973372,81.284841,4665.668345,0.18303655824203097,2023-08-21 16:59:15,2023-08-22 06:33:57,13.58,8,2023
0765.kml,,30.971979,81.285129,4652.525809,0.25276022388193636,2023-08-22 17:43:13,2023-08-23 05:48:05,12.08,8,2023
0766.kml,,30.978445,81.28356,4675.578151,0.5948775423806818,2023-08-25 19:15:28,2023-08-26 07:22:50,12.12,8,2023
0769.kml,,30.97768,81.285953,4684.100714,0.4352858290704072,2023-08-27 17:57:40,2023-08-29 03:18:10,33.34,8,2023
0770.kml,,30.978252,81.283753,4675.970822,0.5671064931946942,2023-08-28 15:28:22,2023-08-29 04:24:25,12.93,8,2023
0772.kml,,30.9708071,81.2861043,4617.77,0.3392648440165232,2023-09-02 18:26:00,2023-09-04 17:28:50,47.05,9,2023
0773.kml,,30.971406,81.284227,4648.170128,0.3563283515512425,2023-09-02 21:04:07,2023-09-03 06:23:04,9.32,9,2023
0776.kml,,30.9684271,81.2861239,4618.12,0.6017110353394975,2023-09-04 17:29:46,2023-09-20 00:51:55,367.37,9,2023
0780.kml,,30.978418,81.282806,4672.763672,0.631552804977424,2023-09-05 14:02:59,2023-09-06 06:50:52,16.8,9,2023
0782.kml,,30.978372,81.282948,4671.984889,0.6195239536029854,2023-09-08 11:47:53,2024-01-04 19:18:59,2840.52,9,2023
0787.kml,,30.972148,81.282982,4646.34738,0.39920902156217297,2023-09-09 16:39:55,2023-09-10 07:28:43,14.81,9,2023
0789.kml,,30.982364,81.273628,4674.603662,1.5664775853672621,2023-09-10 16:27:10,2023-09-11 01:42:25,9.25,9,2023
0791.kml,,30.982869,81.273252,4677.064689,1.629199669856774,2023-09-11 18:47:22,2023-09-12 02:39:26,7.87,9,2023
0792.kml,,30.973471,81.284864,4658.399246,0.17823273892521202,2023-09-11 16:30:30,2023-09-12 06:52:06,14.36,9,2023
0795.kml,,30.979853,81.279339,4663.0,0.9703586615946875,2023-09-12 16:08:47,2023-09-13 07:22:19,15.23,9,2023
0810.kml,,30.972595,81.284579,4653.628686,0.2427734663946055,2023-09-20 14:08:30,2023-09-21 06:39:52,16.52,9,2023
0811.kml,,30.978231,81.283512,4673.009935,0.5768053252097479,2023-09-19 14:58:12,2023-09-20 13:49:07,22.85,9,2023
0815.kml,,30.979447,81.28216,4684.108286,0.7605463045167744,2023-09-23 00:17:40,2023-09-23 06:32:56,6.25,9,2023
0817.kml,,30.9792862,81.2816415,4645.48,0.7755626317431904,2023-09-24 18:05:47,2023-09-25 21:14:05,27.14,9,2023
0820.kml,,30.981468,81.275167,4673.371092,1.3894386215468715,2023-09-24 18:59:25,2023-09-25 03:35:25,8.6,9,2023
0824.kml,,30.965859,81.286406,4628.043511,0.885262329801589,2023-09-26 15:43:18,2023-09-27 06:05:16,14.37,9,2023
0827.kml,,30.9743813,81.2849625,4641.87,0.17621321962984343,2023-09-27 17:45:22,2023-09-29 01:54:16,32.15,9,2023
0830.kml,,30.97707922,81.28729662,4688.0,0.36737057643529364,2023-09-27 18:17:57,2023-09-30 04:58:17,58.67,9,2023
0838.kml,,30.973743,81.284973,4658.41321,0.16385207218121595,2023-09-29 23:29:13,2023-09-30 04:13:09,4.73,9,2023
0839.kml,,30.977636,81.286084,4684.98537,0.4285980525426219,2023-09-29 15:55:41,2023-09-30 05:01:31,13.1,9,2023
0840.kml,,30.9778339,81.2856424,4640.01,0.45771676581648985,2023-09-29 11:44:25,2023-10-01 01:04:54,37.34,9,2023
0843.kml,,30.9783708,81.2836498,4652.7,0.5834550343326192,2023-09-30 18:51:33,2023-10-02 05:55:51,35.07,9,2023
0845.kml,,30.9782735,81.2833171,4649.35,0.5907358346022359,2023-10-01 16:08:03,2023-10-03 09:48:17,41.67,10,2023
0848.kml,,30.9782271,81.2835413,4649.59,0.5749732706117077,2023-10-01 17:52:05,2023-10-02 09:02:55,15.18,10,2023
0849.kml,,30.9667862,81.2865815,4625.79,0.7818174925508837,2023-10-03 01:35:50,2023-10-04 17:39:21,40.06,10,2023
0851.kml,,30.976696774033957,81.28739825784346,4633.416,0.32730705757552886,2023-10-03 16:29:13,2023-10-05 04:23:54,35.91,10,2023
0853.kml,,30.978255,81.283467,4677.027231,0.5813337943169185,2023-09-30 13:42:12,2023-10-04 08:57:48,91.26,9,2023
0855.kml,,30.971252,81.286293,4652.058419,0.2876697575686429,2023-10-03 17:11:38,2023-10-04 03:39:49,10.47,10,2023
0859.kml,,30.976547536792715,81.28736342658883,4656.19,0.31038462284606266,2023-10-05 15:47:38,2023-10-06 08:49:56,17.04,10,2023
0866.kml,,30.978217,81.283514,4675.211796,0.5753808145544896,2023-10-13 17:59:02,2023-10-14 01:29:57,7.52,10,2023
0875.kml,,30.978565,81.283133,4674.46571,0.6274869836519756,2023-10-21 18:46:00,2023-10-23 03:36:19,32.84,10,2023
0876.kml,,30.972436,81.284451,4651.541642,0.2628969781757694,2023-10-22 18:18:15,2023-10-23 08:54:21,14.6,10,2023
0878.kml,,30.978774,81.282022,4672.344924,0.7084245381848296,2023-10-24 19:20:43,2023-10-25 03:45:00,8.4,10,2023
0879.kml,,30.978281,81.283329,4675.594614,0.5908196658434365,2023-10-24 19:31:55,2023-10-26 06:31:20,34.99,10,2023
0881.kml,,30.9723459,81.2821721,4626.35,0.4606893933388931,2023-10-27 18:04:35,2023-10-29 06:13:26,36.15,10,2023
0884.kml,,30.9665153,81.2865076,4603.62,0.8120575846057616,2023-12-13 20:45:47,2023-12-13 21:55:49,1.17,12,2023
0885.kml,,30.978235,81.283416,4677.365122,0.5820395276645939,2023-09-21 20:19:15,2023-09-23 01:58:01,29.65,9,2023
0890.kml,,30.97898,81.282944,4676.971252,0.6761225825758937,2023-07-26 12:27:52,2023-07-27 07:48:46,19.35,7,2023
0891.kml,,30.978282,81.283198,4677.776255,0.5977764583916952,2023-08-01 21:10:41,2023-08-03 05:47:37,32.62,8,2023
0892.kml,,30.9782556,81.2837813,4648.29,0.5661284424842173,2023-09-01 14:38:33,2023-09-03 04:23:19,37.75,9,2023
0893.kml,,30.9782556,81.2837813,4648.29,0.5661284424842173,2023-09-01 14:38:33,2023-09-03 04:23:19,37.75,9,2023
0895.kml,,30.978203,81.283679,4675.403145,0.5659196448299049,2023-09-10 18:35:35,2023-09-12 04:47:19,34.2,9,2023
0897.kml,,30.9733516,81.2848338,4645.58,0.1843210737622263,2023-09-13 17:48:57,2023-09-14 00:41:23,6.87,9,2023
0900.kml,,30.97675,81.287595,4676.0,0.3374055584874691,2023-10-06 12:38:01,2023-10-07 00:43:37,12.09,10,2023
0903.kml,,30.97000999,81.28382851,4622.053,0.503555678583153,2023-10-01 17:37:22,2023-10-03 06:43:09,37.1,10,2023
0909.kml,,30.9781606,81.2836702,4668.24,0.5622904288848207,2024-04-22 15:30:33,2024-04-24 12:25:21,44.91,4,2024
0912.kml,,30.9780224,81.2767253,4624.35,1.0588267213834601,2024-04-25 00:22:12,2024-04-25 08:09:41,7.79,4,2024
0913.kml,,30.9783232,81.2834055,4655.78,0.590871084727673,2024-04-25 02:14:54,2024-04-25 03:02:55,0.8,4,2024
0914.kml,,30.97404,81.284985,4678.663346,0.164389944971857,2024-04-25 00:06:54,2024-04-26 03:38:50,27.53,4,2024
0915.kml,,30.978566,81.282137,4666.84326,0.6835679879352664,2024-04-25 12:23:58,2024-04-26 06:31:51,18.13,4,2024
0918.kml,,30.980834,81.276475,4675.829966,1.2478570297274814,2024-04-28 19:14:47,2024-04-30 11:15:15,40.01,4,2024
0921.kml,,30.972525,81.282585,4631.120117,0.4168434771754795,2024-04-29 17:46:18,2024-05-01 04:25:59,34.66,4,2024
0922.kml,,30.972525,81.282585,4631.120117,0.4168434771754795,2024-04-29 17:46:18,2024-05-01 04:25:59,34.66,4,2024
0924.kml,,30.972525,81.282585,4631.120117,0.4168434771754795,2024-04-29 17:46:18,2024-05-01 04:25:59,34.66,4,2024
0928.kml,,30.978467,81.283414,4673.983306,0.6040716904992655,2024-04-29 18:46:01,2024-05-01 02:51:53,32.1,4,2024
0932.kml,,30.978302,81.283505,4690.275574,0.5838851261602566,2024-04-30 01:58:53,2024-05-01 07:18:56,29.33,4,2024
0935.kml,,30.978243,81.283625,4675.353672,0.5723680500533584,2024-04-30 18:24:16,2024-05-01 03:37:57,9.23,4,2024
0938.kml,,30.973923,81.28494,4658.914455,0.1672120783047227,2024-04-30 19:18:38,2024-05-01 05:06:43,9.8,4,2024
0939.kml,,30.978183,81.2837535,4671.05,0.5604231196400248,2024-04-30 23:29:34,2024-05-01 02:31:17,3.03,4,2024
0940.kml,,30.978247,81.2837116,4654.38,0.5685834912275921,2024-04-30 18:45:45,2024-05-03 09:06:17,62.34,4,2024
0946.kml,,30.979179,81.281312,4671.388677,0.7863604898510033,2024-05-02 18:46:25,2024-05-02 21:28:56,2.71,5,2024
0955.kml,,30.978756,81.282025,4668.645786,0.7066882763436453,2024-05-03 02:01:17,2024-05-03 06:39:07,4.63,5,2024
0956.kml,,30.978756,81.282025,4668.645786,0.7066882763436453,,,,,
0965.kml,,30.978338,81.283309,4675.309582,0.5971817298672362,2024-05-03 18:21:07,2024-05-04 02:15:16,7.9,5,2024
0966.kml,,30.977662,81.285812,4687.0,0.43569085438857913,2024-05-03 19:50:36,2024-05-05 04:10:08,32.33,5,2024
0967.kml,,30.977662,81.285812,4687.0,0.43569085438857913,2024-05-03 19:50:36,2024-05-05 04:10:08,32.33,5,2024
0969.kml,,30.9702867,81.28694,4708.0,0.3932378921000271,2024-05-04 17:39:32,2024-05-05 01:57:58,8.31,5,2024
0971.kml,,30.970386,81.286655,4642.597285,0.381484373158257,2024-05-04 17:47:18,2024-05-06 06:06:08,36.31,5,2024
0973.kml,,30.970333,81.286501,4646.216214,0.38778012828741754,2024-05-04 17:48:25,2024-05-06 04:33:11,34.75,5,2024
0975.kml,,30.970306,81.286523,4650.819712,0.39068835681952774,2024-05-04 17:50:30,2024-05-06 05:07:35,35.28,5,2024
0977.kml,,30.976734,81.285609,4677.25742,0.3403576597093687,2024-05-05 14:22:22,2024-05-06 04:22:08,14.0,5,2024
0980.kml,,30.98099,81.276136,4672.422739,1.283941356204732,2024-05-06 20:23:04,2024-05-08 03:57:46,31.58,5,2024
0981.kml,,30.969884,81.283507,4645.421762,0.5322465792900938,2024-05-07 14:24:36,2024-05-08 03:32:45,13.14,5,2024
0984.kml,,30.9778171,81.2852711,4661.23,0.46492967528997003,2024-05-08 14:25:27,2024-05-10 07:01:18,40.6,5,2024
0987.kml,,30.978163,81.283597,4679.765922,0.5661224984321539,2024-05-09 18:40:39,2024-05-10 17:05:24,22.41,5,2024
0990.kml,,30.97831,81.283269,4670.415903,0.5966386876757467,2024-05-10 17:35:37,2024-05-12 06:56:32,37.35,5,2024
0991.kml,,30.98144,81.275284,4672.846291,1.3787206610883467,2024-05-11 14:15:29,2024-05-12 07:31:42,17.27,5,2024
0993.kml,,30.97842,81.282786,4668.229835,0.6328523401184749,2024-05-11 15:36:33,2024-05-12 08:11:46,16.59,5,2024
0996.kml,,30.97785341,81.2846495,4658.726,0.4891900475405482,2024-05-12 22:36:22,2024-05-13 06:46:36,8.17,5,2024
0999.kml,,30.977631,81.285798,4683.66688,0.43256872314697803,2024-05-13 18:13:29,2024-05-15 06:49:50,36.61,5,2024
1000.kml,,30.977631,81.285798,4683.66688,0.43256872314697803,2024-05-13 18:13:29,2024-05-15 06:49:50,36.61,5,2024
1001.kml,,30.977631,81.285798,4683.66688,0.43256872314697803,2024-05-13 18:13:29,2024-05-15 06:49:50,36.61,5,2024
1002.kml,,30.978252,81.283334,4673.340128,0.5878533609679965,2024-05-13 18:21:38,2024-05-15 06:48:13,36.44,5,2024
1008.kml,,30.9785076,81.2823704,4651.32,0.6645515111919637,2024-05-16 02:12:06,2024-05-27 23:08:59,284.95,5,2024
1010.kml,,30.978232,81.283511,4675.393797,0.576950019774024,2024-05-16 18:54:39,2024-05-18 05:08:02,34.22,5,2024
1011.kml,,30.978438,81.282635,4671.428598,0.6430217454272725,2024-05-16 19:20:36,2024-05-17 01:18:53,5.97,5,2024
1012.kml,,30.9684313,81.2861261,4616.32,0.6012271216666888,2024-05-16 20:43:17,2024-05-17 06:24:25,9.69,5,2024
1013.kml,,30.9782338,81.2837551,4652.93,0.5652483057924044,2024-05-16 22:38:26,2024-05-18 04:59:17,30.35,5,2024
1015.kml,,30.9787303,81.282068,4649.17,0.7018890503669271,2024-05-17 15:51:07,2024-05-19 04:44:49,36.9,5,2024
1023.kml,,30.978765,81.28215,4669.638943,0.7000369429496374,2024-05-18 17:51:22,2024-05-20 04:16:10,34.41,5,2024
1026.kml,,30.9784238,81.2828448,4649.62,0.6299158125627786,2024-05-19 13:26:08,2024-05-20 07:28:21,18.04,5,2024
1029.kml,,30.978286,81.283375,4674.43686,0.5889222248863477,2024-05-19 19:12:50,2024-05-20 07:00:49,11.8,5,2024
1032.kml,,30.9838,81.271883,4678.392904,1.7957773407894115,2024-05-20 17:23:47,2024-05-21 01:39:18,8.26,5,2024
1035.kml,,30.978257,81.283544,4675.173716,0.5776779957208388,2024-05-20 19:12:29,2024-05-22 07:40:29,36.47,5,2024
1036.kml,,30.9784042,81.2830367,4654.13,0.6176477271833126,2024-05-20 23:27:53,2024-05-21 07:42:13,8.24,5,2024
1037.kml,,30.978622,81.283736,4676.206573,0.6039817180909287,2024-05-20 22:01:55,2024-05-22 04:27:20,30.42,5,2024
1039.kml,,30.978192,81.28371,4675.469158,0.5633699111090881,2024-05-21 17:20:41,2024-05-23 04:26:13,35.09,5,2024
1041.kml,,30.982381,81.273643,4675.163587,1.5664894557617117,2024-05-22 17:22:23,2024-05-23 02:00:14,8.63,5,2024
1044.kml,,30.978505,81.282249,4669.891206,0.6715598140715847,2024-05-22 19:49:11,2024-05-23 04:45:57,8.95,5,2024
1045.kml,,30.978587,81.282091,4669.242114,0.6881590864834766,2024-05-22 19:49:45,2024-05-23 07:35:50,11.77,5,2024
1047.kml,,30.9684653,81.2839439,4634.6,0.6500751551544309,2024-05-23 13:15:17,2024-05-24 08:21:06,19.1,5,2024
1049.kml,,30.9781679,81.2837692,4666.7,0.5582211192059883,2024-05-23 18:21:30,2024-05-25 08:10:58,37.82,5,2024
1050.kml,,30.978246,81.283617,4676.182964,0.5730444140692716,2024-05-23 18:25:47,2024-05-25 08:12:42,37.78,5,2024
1053.kml,,30.9662225,81.2867063,4623.31,0.8444318079743902,2024-05-25 12:13:51,2024-05-26 05:08:50,16.92,5,2024
1054.kml,,30.97821,81.283522,4673.283644,0.5743176630061543,2024-05-25 13:04:17,2024-05-26 04:46:22,15.7,5,2024
1057.kml,,30.96687,81.286577,4638.157114,0.7725060122686063,2024-05-26 11:59:21,2024-05-27 08:22:49,20.39,5,2024
1060.kml,,30.9781656,81.283699,4654.1,0.5613686701810613,2024-05-26 18:00:48,2024-05-26 18:19:21,0.31,5,2024
1061.kml,,30.978218,81.28369,4673.94813,0.5668279871070118,2024-05-26 18:10:29,2024-05-28 19:45:33,49.58,5,2024
1065.kml,,30.978336,81.283074,4674.061313,0.6093811072265137,2024-05-26 19:08:35,2024-05-28 08:09:31,37.02,5,2024
1066.kml,,30.978244,81.283585,4672.965039,0.5744192358132943,2024-05-26 19:44:21,2024-05-28 04:58:11,33.23,5,2024
1068.kml,,30.97826,81.283355,4673.647396,0.5875141556013439,2024-05-27 13:30:33,2024-05-28 07:47:51,18.29,5,2024
1069.kml,,30.976139,81.281905,4661.597723,0.5241657120384685,2024-05-27 20:41:53,2024-06-21 00:31:00,579.82,5,2024
1070.kml,,30.968535,81.286243,4652.416544,0.5888327096185673,2024-05-28 17:08:07,2024-05-30 08:33:38,39.43,5,2024
1072.kml,,30.979958,81.278994,4668.709482,1.0022895512444372,2024-05-29 17:57:26,2024-05-31 04:39:12,34.7,5,2024
1075.kml,,30.970546,81.284006,4643.868798,0.44465573363082894,2024-05-30 17:11:21,2024-05-31 19:02:26,25.85,5,2024
1077.kml,,30.978129263967276,81.28376827575266,4655.0,0.5545458669956607,2024-05-30 17:18:52,2024-06-01 21:09:56,51.85,5,2024
1078.kml,,30.978129263967276,81.28376827575266,4655.0,0.5545458669956607,2024-05-30 17:18:52,2024-06-01 03:55:36,34.61,5,2024
1081.kml,,30.978229,81.283489,4674.299914,0.577771076358179,2024-05-31 16:14:05,2024-06-02 04:26:48,36.21,5,2024
1083.kml,,30.9788645,81.2818761,4648.9,0.7250055965114794,2024-05-31 19:15:04,2024-06-02 05:15:44,34.01,5,2024
1084.kml,,30.9780437,81.2837184,4659.19,0.5487785054745754,2024-06-01 15:18:44,2024-06-03 03:27:16,36.14,6,2024
1085.kml,,30.9780437,81.2837184,4659.19,0.5487785054745754,2024-06-01 15:18:43,2024-06-02 00:45:04,9.44,6,2024
1086.kml,,30.978423,81.282744,4677.159067,0.6354840353240553,2024-06-01 17:46:45,2024-06-03 04:19:33,34.55,6,2024
1087.kml,,30.97823,81.283519,4675.153066,0.5763604393983812,2024-06-01 18:58:48,2024-06-03 06:31:21,35.54,6,2024
1089.kml,,30.978275,81.283502,4674.652699,0.5814721621862752,2024-06-01 21:08:10,2024-06-03 08:01:49,34.89,6,2024
1091.kml,,30.978416,81.283848,4676.147837,0.5787406264618851,2024-05-27 17:58:11,2024-05-27 20:59:26,3.02,5,2024
1094.kml,,30.979218,81.281193,4671.410104,0.7970660009434586,2024-06-02 17:01:40,2024-08-07 17:27:16,1584.43,6,2024
1096.kml,,30.978523,81.283578,4675.940828,0.6015486079243636,2024-06-02 18:11:21,2024-06-03 07:09:18,12.97,6,2024
1099.kml,,30.978337320295772,81.2831959041675,4696.0,0.6030058970842141,2024-06-02 23:36:11,2024-06-03 05:43:43,6.13,6,2024
1101.kml,,30.978465,81.283387,4675.602199,0.6052164281475346,2024-06-03 16:43:49,2024-06-05 07:26:04,38.7,6,2024
1103.kml,,30.981709,81.274742,4672.416829,1.4378843903487097,2024-06-03 16:55:05,2024-06-05 10:22:26,41.46,6,2024
1106.kml,,30.979096,81.281558,4673.046736,0.7641630907826966,2024-06-04 01:03:59,2024-06-05 02:02:35,24.98,6,2024
1107.kml,,30.978232,81.283545,4675.320971,0.5752541619226342,2024-06-03 14:55:32,2024-06-04 04:10:52,13.26,6,2024
1109.kml,,30.979221,81.281187,4670.408876,0.7976934452225417,2024-06-04 17:04:55,2024-06-06 06:39:01,37.57,6,2024
1111.kml,,30.978259,81.283607,4675.443867,0.5747741481325775,2024-06-04 18:21:51,2024-06-06 04:44:17,34.37,6,2024
1112.kml,,30.978223,81.283619,4689.859495,0.5707499987855228,2024-06-04 18:23:07,2024-06-06 05:45:41,35.38,6,2024
1113.kml,,30.978344,81.283119,4672.844213,0.6077014575649478,2024-06-04 18:23:20,2024-06-05 05:04:54,10.69,6,2024
1114.kml,,30.97818,81.283577,4676.804254,0.5687295825147214,2024-06-04 18:33:04,2024-06-06 05:07:23,34.57,6,2024
1115.kml,,30.9777491,81.2858039,4653.86,0.4453453549530344,2024-06-04 21:47:38,2024-06-05 07:54:24,10.11,6,2024
1120.kml,,30.978138,81.283697,4675.421267,0.5588244619159232,2024-06-05 18:23:56,2024-06-06 07:00:59,12.62,6,2024
1121.kml,,30.966582,81.28635,4630.785718,0.8051065807081702,2024-06-05 18:25:14,2024-06-06 03:17:23,8.87,6,2024
1123.kml,,30.9782483,81.2837717,4643.5,0.5658702210553157,2024-06-06 00:14:37,2024-06-06 05:45:19,5.51,6,2024
1127.kml,,30.978157,81.283582,4673.581416,0.5662998643080562,2024-06-05 23:34:58,2024-06-07 07:42:13,32.12,6,2024
1128.kml,,30.967105,81.286403,4633.433765,0.7468004196807972,2024-06-07 15:46:32,2024-06-09 05:15:34,37.48,6,2024
1133.kml,,30.978216,81.283574,4674.298201,0.5722967241431541,2024-06-08 17:50:03,2024-06-10 03:55:45,34.09,6,2024
1139.kml,,30.97825,81.283405,4674.770687,0.5840097085629948,2024-06-10 17:13:15,2024-06-12 06:25:55,37.21,6,2024
1143.kml,,30.978773,81.282018,4672.702756,0.7085776457917882,2024-06-10 18:18:35,2024-06-12 07:04:16,36.76,6,2024
1145.kml,,30.978489,81.282585,4670.090621,0.6504192276707317,2024-06-11 16:46:04,2024-06-13 05:05:45,36.33,6,2024
1147.kml,,30.978691,81.282239,4669.539594,0.6883257207647072,2024-06-11 17:52:39,2024-06-12 02:54:33,9.03,6,2024
1148.kml,,30.9789126,81.281782,4649.15,0.7348331677642014,2024-06-11 17:54:15,2024-06-13 08:11:21,38.28,6,2024
1149.kml,,30.971381,81.286146,4650.865161,0.2757433837704102,2024-06-11 18:05:10,2024-06-12 02:01:50,7.94,6,2024
1150.kml,,30.978504,81.283177,4673.721079,0.6195129962593575,2024-06-11 18:42:51,2024-06-13 02:09:27,31.44,6,2024
1151.kml,,30.978559,81.283145,4673.907871,0.6263077152572453,2024-06-11 19:31:02,2024-06-13 05:13:19,33.7,6,2024
1152.kml,,30.978224,81.283502,4679.380747,0.576644938401972,2024-06-12 18:52:34,2024-06-14 07:20:29,36.47,6,2024
1157.kml,,30.977807,81.285333,4683.420298,0.4621693786511262,2024-06-13 18:07:59,2024-06-13 23:50:56,5.72,6,2024
1161.kml,,30.978268,81.283594,4675.971968,0.576268140360139,2024-06-14 18:26:21,2024-06-16 06:17:47,35.86,6,2024
1162.kml,,30.978268,81.283594,4675.971968,0.576268140360139,2024-06-14 18:26:21,2024-06-16 06:17:47,35.86,6,2024
1163.kml,,30.9708915,81.286245,4625.94,0.3280101136656939,2024-06-14 20:56:37,2024-06-16 04:07:28,31.18,6,2024
1164.kml,,30.9725983,81.28245,4657.0,0.42628910771400386,2024-06-15 15:01:11,2024-06-16 01:22:56,10.36,6,2024
1165.kml,,30.9725983,81.28245,4657.0,0.42628910771400386,2024-06-15 15:01:11,2024-06-16 01:22:56,10.36,6,2024
1167.kml,,30.980745,81.27655,4654.2,1.236093576889072,2024-06-16 20:07:47,2024-06-17 04:33:53,8.44,6,2024
1174.kml,,30.979762,81.279536,4667.037003,0.9498134261377632,2024-06-18 13:02:37,2024-06-20 05:50:28,40.8,6,2024
1175.kml,,30.978363,81.283065,4672.61792,0.6123430450829688,2024-06-18 16:50:51,2024-06-19 05:54:12,13.06,6,2024
1177.kml,,30.980281,81.278329,4672.805484,1.0732984076621372,2024-06-18 18:21:42,2024-06-19 21:48:20,27.44,6,2024
1180.kml,,30.978388,81.283032,4683.426645,0.6164142051372067,2024-06-19 00:49:50,2024-06-20 03:07:19,26.29,6,2024
1185.kml,,30.979051,81.28165,4670.607695,0.7547123607221313,2024-06-19 20:36:51,2024-06-21 07:26:02,34.82,6,2024
